track_name,artists_name,year,acousticness,danceability,energy,loudness,tempo,valence
Maggot Brain,Funkadelic,1971,0.777,0.3,0.353,-15.588,134.912,0.19
Locomotive Breath,Jethro Tull,1971,0.417,0.68,0.53,-13.105,124.551,0.352
Roundabout - 2008 Remaster,Yes,1971,0.117,0.411,0.845,-6.821,132.876,0.391
"Ive Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",Yes,1971,0.0418,0.417,0.425,-11.689,134.917,0.498
Im Eighteen,Alice Cooper,1971,0.249,0.618,0.413,-14.164,97.84,0.531
Into the Void - 2014 Remaster,Black Sabbath,1971,0.0126,0.401,0.544,-13.893,77.17,0.513
Cry Baby,Janis Joplin,1971,0.515,0.474,0.418,-9.654,83.18,0.504
Something On Your Mind,Karen Dalton,1971,0.55,0.41,0.598,-8.515,76.445,0.262
Moonlight Mile - 2009 Mix,The Rolling Stones,1971,0.575,0.417,0.5,-6.449,130.531,0.241
Shes A Lady,Tom Jones,1971,0.212,0.51,0.876,-9.101,119.702,0.624
Rose Garden,Lynn Anderson,1971,0.168,0.589,0.501,-11.665,131.064,0.969
Uncle Albert / Admiral Halsey - Medley / Remastered 2012,"Paul McCartney, Linda McCartney",1971,0.58,0.371,0.507,-9.805,91.786,0.535
You Can Close Your Eyes - 2019 Remaster,James Taylor,1971,0.578,0.529,0.124,-19.808,135.014,0.323
Better Days,Graham Nash,1971,0.732,0.48,0.298,-13.477,128.022,0.0556
Spanish Pipedream,John Prine,1971,0.548,0.671,0.401,-13.989,81.398,0.854
Wont Get Fooled Again - Original Album Version,The Who,1971,0.301,0.686,0.92,-6.231,135.027,0.225
Day After Day - Remastered 2010,Badfinger,1971,0.109,0.397,0.687,-7.11,101.822,0.385
Queen Bitch - 2015 Remaster,David Bowie,1971,0.0248,0.599,0.636,-13.084,137.172,0.968
If,Bread,1971,0.912,0.388,0.176,-16.952,97.628,0.342
Rainy Days And Mondays,Carpenters,1971,0.852,0.351,0.235,-11.513,74.72,0.218
Never Can Say Goodbye,The Jackson 5,1971,0.337,0.527,0.821,-7.19,166.139,0.835
"Gypsys, Tramps & Thieves",Cher,1971,0.211,0.476,0.677,-11.175,170.879,0.691
Theme From Shaft - Album - Remastered,Isaac Hayes,1971,0.233,0.487,0.716,-17.689,120.795,0.819
Rock and Roll - 1990 Remaster,Led Zeppelin,1971,0.000564,0.327,0.895,-7.428,169.39,0.898
Paradise,John Prine,1971,0.792,0.583,0.239,-13.85,81.528,0.512
"One Way Out - Live At The Final Fillmore East Concert, 1971",Allman Brothers Band,1971,0.576,0.541,0.733,-9.04,106.734,0.725
Here Comes the Sun,Nina Simone,1971,0.721,0.415,0.37,-12.805,116.85,0.648
Famous Blue Raincoat,Leonard Cohen,1971,0.948,0.474,0.0404,-22.208,119.415,0.18
Sweet City Woman,Stampeders,1971,0.255,0.696,0.736,-7.283,88.133,0.917
Mambo Sun - Remastered,T. Rex,1971,0.0607,0.519,0.613,-10.667,181.049,0.731
Oh! You Pretty Things - 2015 Remaster,David Bowie,1971,0.797,0.557,0.276,-9.92,76.321,0.249
Will You Love Me Tomorrow?,Carole King,1971,0.79,0.403,0.329,-12.847,159.443,0.243
One of These Days,Pink Floyd,1971,0.00611,0.381,0.506,-15.094,103.806,0.4
Snowqueen Of Texas,The Mamas & The Papas,1971,0.71,0.663,0.288,-15.323,78.239,0.716
Id Love to Change the World - 2004 Remaster,Ten Years After,1971,0.202,0.384,0.516,-12.032,118.129,0.371
How Can You Mend A Broken Heart,Bee Gees,1971,0.548,0.335,0.262,-13.832,68.82,0.203
Make It With You,Ralfi Pagan,1971,0.616,0.613,0.31,-14.914,74.88,0.525
Hello in There,John Prine,1971,0.748,0.594,0.325,-17.137,135.229,0.254
Cosmic Dancer - Remastered,T. Rex,1971,0.018,0.37,0.694,-11.713,155.093,0.651
Angry Eyes,Loggins & Messina,1971,0.033,0.564,0.634,-10.204,158.908,0.838
All I Want,Joni Mitchell,1971,0.725,0.678,0.444,-10.518,141.262,0.786
Debris,Faces,1971,0.574,0.571,0.628,-9.922,73.738,0.798
Shes Got a Way,Billy Joel,1971,0.97,0.495,0.142,-16.186,75.859,0.196
Smiling Faces Sometimes,The Undisputed Truth,1971,0.252,0.551,0.461,-11.778,105.155,0.739
Gotta Get Up,Harry Nilsson,1971,0.064,0.424,0.438,-15.192,175.139,0.924
Hot Rod Lincoln,Commander Cody and His Lost Planet Airmen,1971,0.296,0.696,0.791,-13.056,130.246,0.965
San Tropez,Pink Floyd,1971,0.171,0.691,0.324,-15.367,121.664,0.543
Just Cant Be,The Flying Burrito Brothers,1971,0.29,0.541,0.361,-12.248,94.683,0.491
Do You Know What I Mean,Lee Michaels,1971,0.131,0.788,0.865,-9.729,109.081,0.947
Pure Imagination - From Willy Wonka & The Chocolate Factory Soundtrack,Gene Wilder,1971,0.695,0.251,0.115,-20.223,70.645,0.116
Illegal Smile,John Prine,1971,0.742,0.499,0.279,-15.338,161.609,0.421
"Not Fade Away / Goin down the Road Feeling Bad - Live at Manhattan Center, New York, NY, April 5, 1971",Grateful Dead,1971,0.0957,0.48,0.549,-12.129,89.542,0.872
Shes All I Got,Johnny Paycheck,1971,0.787,0.613,0.542,-12.121,141.334,0.806
Lady Day and John Coltrane,Gil Scott-Heron,1971,0.48,0.752,0.559,-12.848,149.417,0.963
Shanty,Jonathan Edwards,1971,0.35,0.557,0.411,-14.81,112.289,0.832
Superstar,Carpenters,1971,0.728,0.306,0.253,-11.177,83.175,0.171
Mercedes Benz,Janis Joplin,1971,0.939,0.695,0.106,-15.169,86.998,0.523
Misty Mountain Hop - Alternate Mix,Led Zeppelin,1971,0.0763,0.488,0.892,-7.131,132.554,0.675
Fire And Brimstone,Link Wray,1971,0.376,0.596,0.779,-11.361,109.533,0.798
"Statesboro Blues - Live At Fillmore East, March 13, 1971",Allman Brothers Band,1971,0.309,0.488,0.721,-9.141,125.94,0.786
Hit It and Quit It,Funkadelic,1971,0.013,0.526,0.819,-8.364,146.231,0.664
Misty Mountain Hop - Remaster,Led Zeppelin,1971,0.379,0.47,0.806,-7.165,132.359,0.787
Imagine - Ultimate Mix,John Lennon,1971,0.924,0.578,0.339,-10.686,75.661,0.14
A Pillow of Winds,Pink Floyd,1971,0.452,0.37,0.211,-16.114,142.708,0.223
Pretty Good,John Prine,1971,0.154,0.581,0.455,-14.154,129.943,0.621
The Low Spark Of High-Heeled Boys,Traffic,1971,0.0728,0.528,0.459,-12.844,107.73,0.61
El Rey,JosÃ© Alfredo Jimenez,1971,0.587,0.376,0.374,-11.923,182.719,0.867
Lord of This World - 2014 Remaster,Black Sabbath,1971,0.0322,0.399,0.56,-12.701,134.359,0.654
Carey,Joni Mitchell,1971,0.818,0.626,0.542,-7.655,75.368,0.769
Just Like a Baby,Sly & The Family Stone,1971,0.00891,0.84,0.398,-13.419,97.979,0.466
Black Dog - 1990 Remaster,Led Zeppelin,1971,0.274,0.432,0.848,-8.095,81.201,0.743
Solitude - 2014 Remaster,Black Sabbath,1971,0.829,0.343,0.0213,-28.714,111.372,0.54
Gimme Shelter,The Rolling Stones,1971,0.484,0.631,0.632,-8.227,118.649,0.492
All Day Music,War,1971,0.159,0.488,0.48,-11.907,107.261,0.537
The Night They Drove Old Dixie Down,Joan Baez,1971,0.558,0.564,0.357,-12.752,129.242,0.477
Im a Ram,Al Green,1971,0.261,0.848,0.499,-10.176,81.098,0.879
These Eyes,The Guess Who,1971,0.541,0.545,0.35,-13.155,96.239,0.736
Wild Horses,The Rolling Stones,1971,0.774,0.435,0.295,-9.773,141.293,0.15
(I Cant Get No) Satisfaction - Mono Version,The Rolling Stones,1971,0.000287,0.731,0.837,-8.673,135.603,0.832
Cross-Eyed Mary,Jethro Tull,1971,0.179,0.575,0.696,-10.01,86.304,0.646
Light Up Or Leave Me Alone,Traffic,1971,0.115,0.535,0.596,-12.033,109.319,0.757
Oh Yoko! - Remastered 2010,John Lennon,1971,0.299,0.587,0.842,-10.463,85.297,0.794
Lady Day,Frank Sinatra,1971,0.795,0.302,0.139,-15.878,73.741,0.144
Future Games,Fleetwood Mac,1971,0.376,0.4,0.475,-11.462,141.35,0.0754
Sabor A Mi,El Chicano,1971,0.517,0.516,0.371,-13.092,88.901,0.524
Home Again,Carole King,1971,0.861,0.505,0.255,-12.558,140.342,0.623
Anacaona,Cheo Feliciano,1971,0.442,0.535,0.701,-7.862,97.692,0.945
Another Day - Remastered 2012,"Paul McCartney, Linda McCartney",1971,0.293,0.701,0.335,-13.534,122.239,0.824
Little Green,Joni Mitchell,1971,0.975,0.636,0.121,-14.187,111.469,0.304
Home Is Where the Hatred Is,Gil Scott-Heron,1971,0.278,0.686,0.632,-12.031,98.242,0.912
Where Do I Begin - Love Theme from Love Story,Andy Williams,1971,0.512,0.259,0.473,-10.187,84.897,0.232
Ram On - Remastered 2012,"Paul McCartney, Linda McCartney",1971,0.805,0.612,0.407,-12.197,128.287,0.574
Wholy Holy,Marvin Gaye,1971,0.116,0.186,0.369,-9.9,85.599,0.0743
Your Flag Decal Wont Get You into Heaven Anymore,John Prine,1971,0.729,0.501,0.285,-15.378,158.289,0.864
The Year That Clayton Delaney Died,Tom T. Hall,1971,0.686,0.628,0.433,-10.876,133.088,0.858
After Forever - 2014 Remaster,Black Sabbath,1971,0.000394,0.386,0.679,-13.233,95.103,0.474
Beautiful,Carole King,1971,0.843,0.661,0.341,-11.175,77.066,0.497
Indian Reservation (The Lament of the Cherokee Reservation Indian),"Paul Revere & The Raiders, The Raiders",1971,0.284,0.639,0.385,-13.253,131.714,0.209
Sam Stone,John Prine,1971,0.887,0.556,0.15,-17.489,134.414,0.118
Are You Leaving for the Country,Karen Dalton,1971,0.85,0.515,0.238,-12.847,135.402,0.207
"Paint It, Black",The Rolling Stones,1971,0.0486,0.456,0.793,-9.17,158.787,0.615
The Battle of Evermore - Remaster,Led Zeppelin,1971,0.656,0.42,0.662,-9.828,147.949,0.378
If You Really Love Me,Stevie Wonder,1971,0.302,0.565,0.404,-10.969,123.804,0.675
Been down so Long,The Doors,1971,0.208,0.813,0.376,-7.941,122.635,0.634
Bless the Telephone,Labi Siffre,1971,0.978,0.567,0.175,-17.466,135.521,0.229
"Rocket Man (I Think Its Going To Be A Long, Long Time)",Elton John,1972,0.432,0.601,0.532,-9.119,136.571,0.341
Take It Easy - 2013 Remaster,Eagles,1972,0.343,0.575,0.67,-10.39,139.191,0.74
Listen to the Music,The Doobie Brothers,1972,0.221,0.645,0.598,-13.18,105.929,0.913
Brandy (Youre a Fine Girl),Looking Glass,1972,0.396,0.716,0.625,-11.369,125.276,0.826
Reelin In The Years,Steely Dan,1972,0.133,0.523,0.758,-9.81,135.437,0.766
A Horse with No Name,"America, George Martin",1972,0.686,0.654,0.506,-17.18,123.179,0.831
Lets Stay Together,Al Green,1972,0.57,0.756,0.397,-10.701,101.985,0.507
Me and Julio Down by the Schoolyard,Paul Simon,1972,0.237,0.626,0.816,-10.593,105.33,0.798
Youre so Vain,Carly Simon,1972,0.157,0.659,0.678,-8.18,106.186,0.647
Doctor My Eyes,Jackson Browne,1972,0.266,0.48,0.626,-8.406,75.63,0.542
Lean on Me,Bill Withers,1972,0.782,0.619,0.22,-13.843,75.16,0.423
Do It Again,Steely Dan,1972,0.218,0.682,0.537,-10.254,124.574,0.963
Ventura Highway,"America, George Martin",1972,0.223,0.673,0.581,-10.205,130.771,0.818
Rocky Mountain High,John Denver,1972,0.314,0.455,0.437,-11.411,81.396,0.724
Walk On the Wild Side,Lou Reed,1972,0.683,0.575,0.318,-16.729,104.522,0.385
Dirty Work,Steely Dan,1972,0.795,0.631,0.354,-11.112,73.007,0.522
Heart of Gold - 2009 Remaster,Neil Young,1972,0.189,0.541,0.459,-10.433,171.165,0.803
Love Train,The OJays,1972,0.186,0.744,0.568,-9.629,122.657,0.687
Smoke on the Water,Deep Purple,1972,0.0983,0.632,0.586,-11.333,114.243,0.89
Walkin Back to Georgia,Jim Croce,1972,0.621,0.661,0.518,-10.061,127.266,0.776
Peaceful Easy Feeling - 2013 Remaster,Eagles,1972,0.494,0.568,0.634,-12.336,142.686,0.866
Old Man - 2009 Remaster,Neil Young,1972,0.431,0.702,0.244,-15.286,141.317,0.444
Blue Sky,Allman Brothers Band,1972,0.747,0.491,0.47,-13.45,93.964,0.846
Stuck In The Middle With You,Stealers Wheel,1972,0.0936,0.82,0.575,-9.144,123.765,0.964
Use Me,Bill Withers,1972,0.0333,0.759,0.586,-13.461,154.624,0.948
Summer Breeze,Seals and Crofts,1972,0.553,0.49,0.581,-6.566,88.718,0.318
Pink Moon,Nick Drake,1972,0.819,0.638,0.256,-15.68,82.479,0.438
Starman - 2012 Remaster,David Bowie,1972,0.166,0.486,0.45,-10.298,100.456,0.55
Melissa,Allman Brothers Band,1972,0.478,0.533,0.362,-14.791,82.993,0.45
Saturday in the Park - 2002 Remaster,Chicago,1972,0.137,0.668,0.76,-6.831,114.378,0.61
Amie - Remastered 1988,Pure Prairie League,1972,0.374,0.372,0.346,-15.268,176.964,0.442
Time in a Bottle,Jim Croce,1972,0.848,0.544,0.265,-11.952,133.837,0.7
You Are The Sunshine Of My Life,Stevie Wonder,1972,0.823,0.519,0.46,-14.53,132.082,0.675
Operator (Thats Not the Way It Feels),Jim Croce,1972,0.765,0.687,0.453,-11.649,129.987,0.83
Schools Out,Alice Cooper,1972,0.05,0.294,0.745,-9.138,134.364,0.347
Free Ride,The Edgar Winter Group,1972,0.29,0.674,0.686,-11.927,124.204,0.814
Moonage Daydream - 2012 Remaster,David Bowie,1972,0.0407,0.561,0.601,-11.209,144.477,0.752
Everything I Own,Bread,1972,0.735,0.365,0.338,-13.406,79.241,0.446
Lake Shore Drive,Aliotta Haynes Jeremiah,1972,0.204,0.434,0.885,-7.367,93.999,0.843
I Can See Clearly Now - Edit,Johnny Nash,1972,0.633,0.681,0.373,-13.2,123.423,0.623
Mona Lisas And Mad Hatters,Elton John,1972,0.853,0.512,0.347,-11.222,128.525,0.41
Love and Happiness,Al Green,1972,0.214,0.822,0.457,-10.937,99.16,0.73
Highway Star,Deep Purple,1972,0.0283,0.298,0.895,-7.647,173.737,0.544
Volver Volver,Vicente FernÃ¡ndez,1972,0.39,0.355,0.351,-9.513,164.933,0.471
Delta Dawn,Tanya Tucker,1972,0.71,0.619,0.507,-7.677,77.995,0.694
I Saw the Light - 2015 Remaster,Todd Rundgren,1972,0.214,0.504,0.673,-11.834,120.418,0.581
How Can You Mend a Broken Heart,Al Green,1972,0.504,0.458,0.421,-6.96,146.598,0.368
Pusherman,Curtis Mayfield,1972,0.239,0.851,0.669,-9.562,126.624,0.911
Me and Mrs. Jones,Billy Paul,1972,0.234,0.296,0.528,-10.011,200.62,0.453
Guitar Man,Bread,1972,0.144,0.553,0.506,-13.271,143.278,0.51
Go All The Way,Raspberries,1972,0.548,0.305,0.849,-4.892,134.287,0.555
Willin,Little Feat,1972,0.175,0.541,0.662,-7.196,144.046,0.742
You Dont Mess Around with Jim,Jim Croce,1972,0.607,0.705,0.581,-11.379,163.24,0.967
Hello Its Me,Todd Rundgren,1972,0.0563,0.578,0.848,-6.842,87.246,0.779
Aint Wastin Time No More,Allman Brothers Band,1972,0.337,0.453,0.607,-13.4,91.468,0.724
Good Hearted Woman,Waylon Jennings,1972,0.633,0.484,0.413,-14.422,106.72,0.766
All the Young Dudes,Mott The Hoople,1972,0.208,0.429,0.668,-7.539,77.737,0.398
Superfly,Curtis Mayfield,1972,0.457,0.784,0.708,-9.141,120.109,0.749
Ziggy Stardust - 2012 Remaster,David Bowie,1972,0.048,0.44,0.565,-11.657,161.124,0.495
Day Dreaming,Aretha Franklin,1972,0.907,0.463,0.273,-15.364,146.426,0.293
Perfect Day,Lou Reed,1972,0.744,0.4,0.267,-12.488,144.799,0.0872
Alone Again (Naturally),Gilbert OSullivan,1972,0.583,0.558,0.464,-8.488,171.762,0.559
Evil Woman,Electric Light Orchestra,1972,0.461,0.703,0.58,-8.611,119.855,0.896
Bitter with the Sweet,Carole King,1972,0.756,0.68,0.426,-13.683,99.078,0.661
Tumbling Dice,The Rolling Stones,1972,0.5,0.615,0.91,-4.248,111.013,0.77
It Never Rains in Southern California,Albert Hammond,1972,0.124,0.626,0.565,-10.027,116.61,0.924
El Rey,Vicente FernÃ¡ndez,1972,0.376,0.5,0.411,-5.796,80.831,0.468
Witchy Woman - 2013 Remaster,Eagles,1972,0.364,0.555,0.568,-12.205,98.507,0.583
Sugaree,Jerry Garcia,1972,0.0914,0.663,0.494,-11.822,86.573,0.672
Then Came the Last Days of May,Blue Öyster Cult,1972,0.305,0.367,0.609,-11.221,149.394,0.445
Top Of The World,Carpenters,1972,0.806,0.379,0.343,-12.993,184.301,0.694
Garden Party,"Ricky Nelson, The Stone Canyon Band",1972,0.786,0.774,0.247,-21.657,143.955,0.803
Te Juro Que Te Amo,Los Terricolas,1972,0.182,0.297,0.451,-7.175,173.442,0.293
Baby Im-a Want You,Bread,1972,0.743,0.613,0.289,-16.529,144.188,0.553
After Midnight,J.J. Cale,1972,0.171,0.694,0.306,-19.315,95.989,0.521
Sweet Virginia,The Rolling Stones,1972,0.502,0.477,0.74,-5.397,107.384,0.56
Superstition,Stevie Wonder,1972,0.0598,0.611,0.578,-14.171,100.625,0.884
Cities On Flame with Rock and Roll,Blue Öyster Cult,1972,0.0716,0.337,0.886,-8.607,177.713,0.648
Out on the Weekend - 2009 Remaster,Neil Young,1972,0.0967,0.673,0.265,-15.711,136.748,0.641
Vitamin C - 2004 Remastered Version,CAN,1972,0.00669,0.643,0.644,-12.615,117.225,0.853
Thirteen,Big Star,1972,0.674,0.457,0.268,-14.371,117.141,0.348
Id Love You to Want Me,Lobo,1972,0.122,0.431,0.543,-9.96,77.507,0.44
The Cover of Rolling Stone,Dr. Hook,1972,0.201,0.614,0.56,-8.168,142.332,0.826
Que Te Vaya Bonito,Vicente FernÃ¡ndez,1972,0.568,0.55,0.46,-6.244,111.124,0.55
Suffragette City - 2012 Remaster,David Bowie,1972,0.364,0.455,0.884,-9.159,142.655,0.784
Satellite of Love,Lou Reed,1972,0.442,0.458,0.502,-10.186,121.861,0.571
Never Been to Spain,Waylon Jennings,1972,0.369,0.618,0.453,-11.287,105.552,0.688
Honky Cat,Elton John,1972,0.334,0.48,0.776,-5.65,171.135,0.95
The Needle and the Damage Done - 2009 Remaster,Neil Young,1972,0.855,0.591,0.221,-18.296,105.3,0.369
Im Still in Love with You,Al Green,1972,0.159,0.712,0.399,-9.551,97.918,0.799
Rockin Robin,Michael Jackson,1972,0.24,0.622,0.721,-8.224,173.395,0.968
Poncho & Lefty,Townes Van Zandt,1972,0.784,0.636,0.277,-14.185,133.363,0.685
The Most Beautiful Girl,Charlie Rich,1972,0.661,0.576,0.318,-14.366,103.493,0.41
I Saw the Light,Todd Rundgren,1972,0.0531,0.583,0.833,-8.29,119.884,0.81
Back Stabbers,The OJays,1972,0.317,0.751,0.714,-11.614,124.379,0.935
Dannys Song,Loggins & Messina,1972,0.806,0.507,0.198,-16.089,141.261,0.601
Only A Fool Would Say That,Steely Dan,1972,0.712,0.803,0.531,-11.967,130.05,0.965
Whiskey In The Jar,"Thin Lizzy, Derek Varnals",1972,0.531,0.557,0.693,-11.044,127.531,0.747
The Harder They Come,Jimmy Cliff,1972,0.634,0.679,0.575,-8.037,102.588,0.79
Clean up Woman,Betty Wright,1972,0.566,0.865,0.652,-9.046,90.081,0.829
Place To Be,Nick Drake,1972,0.872,0.342,0.224,-16.362,53.477,0.404
I Need You,"America, George Martin",1972,0.583,0.528,0.472,-10.428,134.099,0.251
Suavecito,Malo,1972,0.412,0.562,0.561,-10.954,113.911,0.666
Five Years - 2012 Remaster,David Bowie,1972,0.142,0.46,0.326,-10.699,152.54,0.321
Call Me The Breeze,J.J. Cale,1972,0.75,0.814,0.418,-15.372,91.658,0.842
We May Never Pass This Way - Again,Seals and Crofts,1972,0.445,0.301,0.626,-7.5,176.396,0.418
Here Comes The Sun,Richie Havens,1972,0.803,0.698,0.643,-16.985,128.22,0.714
Rock Steady,Aretha Franklin,1972,0.0108,0.749,0.752,-10.3,104.7,0.887
Aubrey,Bread,1972,0.647,0.326,0.0902,-20.588,137.611,0.218
All My Rowdy Friends Are Coming Over Tonight,"Hank Williams, Jr.",1972,0.13,0.607,0.904,-7.693,146.831,0.877
Ben - Single Version,Michael Jackson,1972,0.911,0.435,0.161,-10.84,136.166,0.291
Just Got Paid,ZZ Top,1972,0.29,0.567,0.687,-10.536,99.93,0.625
I Am Woman,Helen Reddy,1972,0.408,0.392,0.681,-8.723,171.162,0.711
La Misma,Vicente FernÃ¡ndez,1972,0.709,0.424,0.425,-4.512,81.828,0.351
30 Days In The Hole,Humble Pie,1972,0.158,0.605,0.482,-16.673,119.819,0.831
Bra,Cymande,1972,0.00545,0.677,0.769,-10.142,117.731,0.891
Seasons in the Sun,Terry Jacks,1972,0.777,0.678,0.611,-8.306,98.949,0.821
Freddies Dead,Curtis Mayfield,1972,0.107,0.523,0.803,-6.321,91.469,0.921
Who Is He (And What Is He to You)?,Bill Withers,1972,0.105,0.921,0.313,-12.543,99.3,0.957
Aint No Woman (Like The One Ive Got),Four Tops,1972,0.33,0.562,0.592,-9.694,99.05,0.869
Changes - 2013 Remaster,Black Sabbath,1972,0.0321,0.29,0.215,-12.762,80.814,0.191
Baby Dont Get Hooked on Me,Mac Davis,1972,0.26,0.495,0.307,-18.168,80.97,0.802
You Can Get It If You Really Want,Jimmy Cliff,1972,0.208,0.895,0.571,-8.636,128.171,0.933
Hey! Love,The Delfonics,1972,0.483,0.309,0.508,-11.876,135.261,0.56
Merry Go Round,The Equatics,1972,0.00553,0.512,0.458,-10.623,131.836,0.594
Supersonic Rocket Ship,The Kinks,1972,0.855,0.612,0.42,-15.645,150.125,0.874
Snowblind - 2014 Remaster,Black Sabbath,1972,0.000196,0.435,0.751,-12.133,116.956,0.604
I Believe (When I Fall In Love It Will Be Forever),Stevie Wonder,1972,0.374,0.441,0.441,-13.361,123.736,0.182
Crystal Silence,Chick Corea,1972,0.985,0.203,0.0186,-24.277,76.591,0.0481
I Wont Last A Day Without You,Carpenters,1972,0.794,0.453,0.221,-13.192,82.199,0.459
Simply Beautiful,Al Green,1972,0.616,0.527,0.223,-15.627,145.253,0.479
Magnolia,J.J. Cale,1972,0.302,0.707,0.175,-20.196,74.233,0.442
Dancing In the Moonlight - Original Recording,King Harvest,1972,0.739,0.657,0.435,-15.707,135.975,0.771
Las Llaves de Mi Alma,Vicente FernÃ¡ndez,1972,0.401,0.518,0.322,-7.443,81.397,0.59
Someday Never Comes,Creedence Clearwater Revival,1972,0.036,0.69,0.367,-14.697,136.945,0.324
I Can See Clearly Now,Johnny Nash,1972,0.41,0.683,0.53,-8.542,124.392,0.579
Mama Tried,Merle Haggard & The Strangers,1972,0.744,0.694,0.489,-13.119,97.982,0.695
Shine A Light,The Rolling Stones,1972,0.522,0.365,0.839,-5.148,81.772,0.575
If I Needed You,Townes Van Zandt,1972,0.558,0.622,0.315,-16.641,75.703,0.676
Mother and Child Reunion,Paul Simon,1972,0.112,0.712,0.632,-7.704,119.931,0.764
Photographs & Memories,Jim Croce,1972,0.643,0.535,0.233,-14.728,122.926,0.466
Rock n Roll Suicide - 2012 Remaster,David Bowie,1972,0.309,0.457,0.308,-11.474,103.111,0.272
Mais Que Nada,Sergio Mendes & Brasil 66,1972,0.524,0.637,0.493,-13.094,88.796,0.932
Tomorrows Gonna Be a Brighter Day,Jim Croce,1972,0.527,0.495,0.63,-11.331,169.112,0.814
From the Beginning,"Emerson, Lake & Palmer",1972,0.27,0.641,0.224,-18.215,132.211,0.381
Camino de Guanajuato,JosÃ© Alfredo Jimenez,1972,0.738,0.415,0.297,-9.618,183.757,0.657
I Think Im Going To Kill Myself,Elton John,1972,0.526,0.627,0.539,-8.226,137.598,0.718
Fire In The Hole,Steely Dan,1972,0.528,0.619,0.438,-13.139,73.122,0.541
Rocks Off,The Rolling Stones,1972,0.0639,0.485,0.943,-4.423,141.982,0.889
Sylvias Mother,Dr. Hook,1972,0.691,0.304,0.469,-12.71,167.1,0.576
ChÃ© ChÃ© ColÃ©,"Willie ColÃ³n, HÃ©ctor Lavoe",1972,0.535,0.772,0.868,-5.183,101.253,0.917
Think (About It),Lyn Collins,1972,0.204,0.773,0.561,-10.224,112.582,0.717
If You Dont Know Me by Now,Harold Melvin & The Blue Notes,1972,0.721,0.367,0.465,-9.547,140.397,0.456
I Just Want to Make Love to You,Foghat,1972,0.0922,0.375,0.599,-12.022,126.822,0.62
