track_name,artists_name,year,acousticness,danceability,energy,loudness,tempo,valence
Azhagai - LoFi,"Yuvan Shankar Raja, Sanjith Hegde, Kharesma Ravichandran",2024,0.0205,0.595,0.368,-15.119,140.094,0.0815
Iruthiyai Nee,"Yuvan Shankar Raja, Chinmayi",2024,0.629,0.146,0.518,-8.701,80.441,0.0615
Garudan Title,Yuvan Shankar Raja,2024,0.0556,0.735,0.682,-5.265,77.477,0.0376
Garudan Rap Theme,Yuvan Shankar Raja,2024,0.202,0.443,0.227,-13.237,77.496,0.0331
Harmony of Hearts,Yuvan Shankar Raja,2024,0.667,0.112,0.298,-13.147,87.982,0.367
Jimikky's Ghazal,"Yuvan Shankar Raja, Neha Girish",2024,0.326,0.75,0.505,-7.03,139.981,0.333
Aeroplanil Yeri,"Yuvan Shankar Raja, Mukesh, Chinna Ponnu, Sugandhi, Guru Ayyadurai",2024,0.336,0.517,0.828,-6.006,69.571,0.781
Melody,Yuvan Shankar Raja,2024,0.308,0.677,0.958,-7.23,84.988,0.371
Kannil Kodi,"Yuvan Shankar Raja, Adithya RK",2024,0.546,0.125,0.396,-10.355,169.232,0.139
Kanavae Kalaigirathe (Lofi Flip),"Yuvan Shankar Raja, Narendar Sankar, Bhavatharini",2024,0.28,0.751,0.454,-7.35,79.034,0.353
Motha Official Remix,"DDJVKEYMUMBAI, Zoheb Khan, Yuvan Shankar Raja, M.M.Manasi",2024,0.0328,0.758,0.95,-4.85,140.009,0.484
Thaaliyae Thevaiyilla - Emo Trap Mix,"Hariharan, Bhavatharini, Yuvan Shankar Raja, Hari, The Independeners",2024,0.296,0.542,0.583,-7.069,170.03,0.456
Thee Pidikka (Lofi Flip),"Narendar Sankar, Yuvan Shankar Raja, Premgi Amaren",2024,0.323,0.799,0.497,-7.093,99.997,0.508
Ela Ela Naalo Lofi Mix,"Dj Ravish, Yuvan Shankar Raja, Haricharan, Swetha, Chandra Bose",2024,0.258,0.443,0.672,-7.079,99.503,0.359
Suttamla Soosi Remix Version - 2,"KRONIX, Yuvan Shankar Raja, Anurag Kulkarni, Sri Harsha Emani",2024,0.124,0.771,0.615,-10.408,124.015,0.353
Karuna & Theatre Kaaran Discussion,Yuvan Shankar Raja,2024,0.982,0.244,0.132,-27.756,132.585,0.0386
Chokkan's Apology,Yuvan Shankar Raja,2024,0.908,0.145,0.234,-16.04,158.441,0.039
Arrival Of Gold,Yuvan Shankar Raja,2024,0.379,0.62,0.576,-9.634,130.475,0.343
Muddumukhada Maguve,"Yuvan Shankar Raja, Kavinger K Kemburaj",2024,0.734,0.733,0.633,-6.019,114.507,0.628
Chokkan Love Theme 1,Yuvan Shankar Raja,2024,0.856,0.253,0.267,-13.278,179.413,0.0728
3 Friends Intro,Yuvan Shankar Raja,2024,0.524,0.727,0.405,-15.569,99.027,0.106
Mann Theme,Yuvan Shankar Raja,2024,0.0804,0.669,0.778,-10.396,99.963,0.891
Karuna & Wife Discussion,Yuvan Shankar Raja,2024,0.969,0.165,0.293,-11.94,135.439,0.0387
Aadhi Gets To Know About Karna,Yuvan Shankar Raja,2024,0.756,0.366,0.14,-22.71,80.244,0.0299
Minister Intro,Yuvan Shankar Raja,2024,0.438,0.604,0.396,-19.92,105.013,0.0382
Aadhi Murder Scene,Yuvan Shankar Raja,2024,0.103,0.352,0.708,-6.457,129.931,0.0339
Chokkan Finds Aadhi,Yuvan Shankar Raja,2024,0.651,0.14,0.337,-15.867,89.299,0.0362
Chokkan About His Love,Yuvan Shankar Raja,2024,0.167,0.889,0.422,-16.142,117.014,0.482
Na Seiva,"Yuvan Shankar Raja, Reshma, Na.Muthukumar",2024,0.304,0.799,0.713,-11.439,114.991,0.783
Vidigindra Pozhudhu - Beat Switch Remix,"Yuvan Shankar Raja, Rithick J",2024,0.0629,0.78,0.582,-7.049,116.014,0.265
Aadhi Forest Entry,Yuvan Shankar Raja,2024,0.885,0.51,0.391,-19.195,120.015,0.0381
Karuna's Theme,Yuvan Shankar Raja,2024,0.887,0.495,0.281,-13.516,99.983,0.0544
Oru Kallil Mannil,"Yuvan Shankar Raja, Karthi, Na.Muthukumar",2024,0.1,0.47,0.931,-7.245,150.049,0.234
Temple Fight,Yuvan Shankar Raja,2024,0.0432,0.237,0.647,-11.805,72.07,0.155
Karuna Arrest,Yuvan Shankar Raja,2024,0.226,0.5,0.224,-17.274,119.981,0.0331
Pattayam Deal With Minister,Yuvan Shankar Raja,2024,0.331,0.576,0.933,-8.254,149.923,0.26
Aadhi Murder Setup,Yuvan Shankar Raja,2024,0.841,0.365,0.372,-15.985,98.546,0.0468
Kanne Nee Kannadichi,"Yuvan Shankar Raja, Unni Menon, Thamarai",2024,0.103,0.603,0.924,-8.951,104.225,0.329
Gangster,"Yuvan Shankar Raja, Karthi, Na.Muthukumar",2024,0.153,0.804,0.576,-9.078,121.978,0.532
Aadhi & Wife Discussion,Yuvan Shankar Raja,2024,0.0152,0.214,0.152,-16.771,131.89,0.0498
Kundure Eri Baruva,"Yuvan Shankar Raja, Kavinger K Kemburaj",2024,0.374,0.717,0.511,-5.753,65.439,0.652
Unnai Paartha Naal - Chill RnB Remix,"Yuvan Shankar Raja, Pa. Vijay, Jeruson",2024,0.698,0.593,0.234,-17.184,150.092,0.344
Climax Fight,Yuvan Shankar Raja,2024,0.0221,0.293,0.788,-7.452,130.65,0.0398
Chokkan's Regret,Yuvan Shankar Raja,2024,0.82,0.181,0.191,-19.214,70.357,0.038
Theatre Kaaran Deal,Yuvan Shankar Raja,2024,0.172,0.408,0.596,-12.324,119.975,0.056
Parveen's Issue,Yuvan Shankar Raja,2024,0.85,0.541,0.126,-26.766,95.08,0.0352
Appatha's Confusion,Yuvan Shankar Raja,2024,0.358,0.155,0.0239,-33.014,141.83,0.285
Karuna Leaving Police Station,Yuvan Shankar Raja,2024,0.00689,0.449,0.55,-11.003,90.106,0.297
Ho Ee Pritiyinda,"Yuvan Shankar Raja, Kavinger K Kemburaj",2024,0.174,0.755,0.644,-6.021,83.285,0.818
Mella Sirithal - RnB Remix,"Yuvan Shankar Raja, Yugabharathi, Jeruson",2024,0.245,0.496,0.435,-8.997,179.583,0.371
Ee Raathale Remix,"Yuvan Shankar Raja, Harini Ivaturi, Abhishek Martyn",2024,0.267,0.704,0.638,-8.114,124.065,0.358
Yenna Pesinen - Lofi Beats,"Yuvan Shankar Raja, Pa. Vijay, Ooratti",2024,0.848,0.642,0.287,-14.533,144.142,0.521
Maatadakunda,"Yuvan Shankar Raja, Krishna Chaitanya",2024,0.688,0.598,0.506,-7.282,94.938,0.373
All Day Jolly Day - Hybrid Trap,"Shankar Mahadevan, Yuvan Shankar Raja, Pa. Vijay, The Independeners",2024,0.0303,0.8,0.72,-6.853,90.971,0.474
All Day Jolly Day - Hybrid Deep House Mix,"Shankar Mahadevan, Yuvan Shankar Raja, Pa. Vijay, DJ Revvy",2024,0.000107,0.667,0.739,-6.37,99.996,0.189
Arabu Naade - Emo Trap Mix,"Haricharan, Yuvan Shankar Raja, Vaali, The Independeners",2024,0.246,0.541,0.573,-6.421,79.976,0.329
Anbe Anbin - Chill Trap,"Karthik, Yuvan Shankar Raja, Sumathi Ram, The Independeners",2024,0.438,0.826,0.47,-4.213,97.516,0.497
Veeraa Sooraa - Sped Up,"Rahul Nambiar, Yuvan Shankar Raja, Chandra Bose, Abhishek Martyn",2024,0.149,0.73,0.817,-9.767,76.193,0.447
Kai Pesi - Epic Mix,"Ranjith Govind, M. S. Viswanathan, Yuvan Shankar Raja, Vaali, The Independeners",2024,0.742,0.572,0.532,-5.637,94.205,0.641
Suttamla Soosi Official Remix,"DDJVKEYMUMBAI, Yuvan Shankar Raja, Anurag Kulkarni, Sri Harsha Emani, Vishwak Sen, Neha Shetty, Anjali",2024,0.0174,0.715,0.868,-6.254,125.962,0.544
Kannai Vittu - Lofi Flip,"Narendar Sankar, Yuvan Shankar Raja, Premgi Amaren",2024,0.354,0.714,0.471,-10.119,153.998,0.387
Pinju Pinju Mazhai - Chill Pop,"Sid Sriram, Yuvan Shankar Raja, Yugabharathi, Stan & Sam",2024,0.292,0.737,0.667,-7.995,105.003,0.395
Nee Yen,"A H Kaashif, Yuvan Shankar Raja, Amina Rafiq",2024,0.671,0.613,0.554,-4.74,99.989,0.219
Thalachi Thalachi Lofi Mix,"DJ Dalal, Yuvan Shankar Raja, Shreya Ghoshal, Shivaganesh",2024,0.675,0.337,0.449,-11.087,109.612,0.0386
Thaaliyae Thevaiyillai X What Jhumka - Mashup,"Hariharan, Arijit Singh, Jonita Gandhi, Bhavatharini, Yuvan Shankar Raja, Pritam, Madan Mohan, Hari, Amitabh Bhattacharya, Harish Hwarkling",2024,0.0512,0.676,0.845,-9.4,108.008,0.757
Arabu Naade - Moombahton Mix,"Haricharan, Yuvan Shankar Raja, Vaali, The Independeners",2024,0.0359,0.688,0.559,-4.524,90.042,0.22
Nee Mulmeedhu Thoonga - Sleep Lofi,"Udit Narayan, Yuvan Shankar Raja, Yugabharathi, Ooratti",2024,0.74,0.671,0.186,-19.371,85.031,0.44
Karuppaana Kaiyale - Folk Trap Mix,"Roshini, Ranjith Govind, Yuvan Shankar Raja, Na.Muthukumar, The Independeners",2024,0.187,0.7,0.86,-4.773,175.292,0.73
En Rojaa Neeye X Thaaliye Thevayila - Mashup,"Hesham Abdul Wahab, Hariharan, Clinton Cerejo, Bhavatharini, Yuvan Shankar Raja, Madhan Karky, Hari, Heart Killer Beats",2024,0.0284,0.679,0.448,-10.26,100.057,0.0621
Yaarum Illa - Analog Ambient Mix,"Anthony Daasan, Yuvan Shankar Raja, Vivek, Stan & Sam",2024,0.205,0.616,0.65,-6.939,130.142,0.434
Manja Kaatu Maina - Lofi House,"Karthik, Sadhana Sargam, Yuvan Shankar Raja, V.Elango, The Independeners",2024,0.0456,0.734,0.64,-5.801,78.002,0.717
Idhu Kadhala Mudhal Kadhala - EDM Cover,"Yuvan Shankar Raja, Pa. Vijay, Shivaani Anns, Prito",2024,0.0957,0.794,0.531,-13.083,123.07,0.681
Chokkan At Hospital,Yuvan Shankar Raja,2024,0.111,0.773,0.321,-11.986,159.833,0.281
Chokkan Diving Into The Well,Yuvan Shankar Raja,2024,0.251,0.711,0.973,-8.409,112.515,0.801
Pogathae (Karaoke),Yuvan Shankar Raja,2024,0.337,0.507,0.561,-10.591,160.263,0.241
"Tension Gone Uh Celebration Song Uh (From ""Conjuring Kannappan"")","Yuvan Shankar Raja, vaisagh",2024,0.126,0.563,0.962,-4.234,144.995,0.229
Temple Argument,Yuvan Shankar Raja,2024,0.112,0.472,0.356,-18.653,95.089,0.0397
Chokkan Intro,Yuvan Shankar Raja,2024,0.018,0.315,0.436,-6.863,126.836,0.0928
Election Setup,Yuvan Shankar Raja,2024,0.011,0.878,0.646,-11.711,126.047,0.589
Head Up High - LoFi,"Yuvan Shankar Raja, Asal Kolar, Arun Kaundinya",2024,0.0268,0.325,0.502,-12.519,202.014,0.406
Police Emotion,Yuvan Shankar Raja,2024,0.938,0.185,0.0588,-20.574,140.914,0.0323
Prema Doddada Kama Doddada,"Yuvan Shankar Raja, Kavinger K Kemburaj",2024,0.35,0.788,0.707,-7.851,104.122,0.458
Putham Puthu,"Yuvan Shankar Raja, Unni Menon, Nikhil, Thamarai",2024,0.183,0.711,0.806,-9.547,99.019,0.916
Ponn Theme,Yuvan Shankar Raja,2024,0.0742,0.682,0.708,-10.723,99.985,0.173
Shaheeba Shaheeba,"Yuvan Shankar Raja, Nikhil, Amritha Suresh, Pa. Vijay",2024,0.0848,0.669,0.558,-8.197,94.818,0.678
Va Va,"Yuvan Shankar Raja, Nikhil, Vijita, Pa. Vijay",2024,0.252,0.75,0.773,-5.908,155.062,0.696
Senbagapu Pothatho,"Yuvan Shankar Raja, Nikhil, Mahalakshmi Iyer, Pa. Vijay",2024,0.183,0.527,0.523,-9.365,154.58,0.607
Annu Vanthathu,"Yuvan Shankar Raja, Unni Menon, Vijita, Shibu Kallar, Thamarai",2024,0.159,0.607,0.688,-10.648,78.03,0.71
Temple Gold Missing,Yuvan Shankar Raja,2024,0.0328,0.543,0.13,-17.637,120.102,0.0513
Chokkan's Trust,Yuvan Shankar Raja,2024,0.631,0.597,0.668,-10.559,200.122,0.0137
Chokkan Temple Trustee,Yuvan Shankar Raja,2024,0.0386,0.513,0.882,-5.82,159.75,0.413
Ennoda Rasi Nalla Rasi,"Yuvan Shankar Raja, Nikhil, Pa. Vijay",2024,0.144,0.76,0.591,-8.673,135.006,0.452
Pen Theme,Yuvan Shankar Raja,2024,0.0855,0.678,0.408,-10.923,100.044,0.196
Nee En Vizhiyil,"Yuvan Shankar Raja, Nikhil, Yugabharathi",2024,0.163,0.805,0.604,-9.269,126.957,0.665
Idhu Kadhala X Mella Sirithal - Mashup,"Yuvan Shankar Raja, Pa. Vijay, Yugabharathi, Heart Killer Beats",2024,0.00322,0.762,0.597,-11.89,139.939,0.775
Pattayam Transporting,Yuvan Shankar Raja,2024,0.868,0.706,0.413,-16.091,99.001,0.223
Velam Palugal,"Yuvan Shankar Raja, Unni Menon, Vijita, Thamarai",2024,0.0882,0.49,0.72,-11.602,93.424,0.678
Chokkan Love Theme 3,Yuvan Shankar Raja,2024,0.000781,0.705,0.212,-10.76,159.993,0.141
Almirah Fall,Yuvan Shankar Raja,2024,0.0306,0.68,0.435,-12.428,132.086,0.0553
Maana Madurai - Folk Trap Mix,"Shankar Mahadevan, Yuvan Shankar Raja, Na.Muthukumar, The Independeners",2024,0.004,0.808,0.936,-5.055,112.459,0.778
Shambhu Shiv Mahadeva,Yuvan Shankar Raja,2024,0.445,0.72,0.468,-15.172,90.023,0.2
Sawan Ka Shiva,Yuvan Shankar Raja,2024,0.265,0.743,0.49,-13.961,91.966,0.494
Chhauda Chup Chup Bolbam,"Yuvan Shankar Raja, Aashish Yadav",2024,0.648,0.575,0.299,-13.765,87.465,0.512
Thaaliyae Thevaiyilla - Moombahton Mix,"Hariharan, Bhavatharini, Yuvan Shankar Raja, Hari, The Independeners",2024,0.0603,0.743,0.639,-4.472,100.009,0.454
Raagangal Pathinaaru - Afro Mix,"Karthik, M. S. Viswanathan, Yuvan Shankar Raja, Kannadasan, The Independeners",2024,0.0363,0.664,0.791,-4.838,95.986,0.628
Azhagaana Sooriyan - Chill Trap,"Sujatha, Yuvan Shankar Raja, P Vijay, Rithick J",2024,0.162,0.789,0.424,-6.524,79.999,0.603
Muddhu Muddhu Vaana - Rainy Lofi,"Rahul Nambiar, Yuvan Shankar Raja, Chandra Bose, M Pavanjay",2024,0.814,0.585,0.239,-20.62,105.164,0.176
Alai Paayum Nenjile - Chill Trap,"Udit Narayan, Yuvan Shankar Raja, Yugabharathi, Rithick J",2024,0.0417,0.587,0.525,-4.975,84.697,0.443
Setthu Pochu Manasu - Lofi Beats,"Madhu Iyer, Yuvan Shankar Raja, Karunakaran, Ooratti",2024,0.715,0.703,0.331,-14.99,74.981,0.337
Kadhale Kadhale - Rainy Lofi,"Ranjith Govind, Yuvan Shankar Raja, Na.Muthukumar, The Independeners",2024,0.409,0.55,0.647,-4.544,79.955,0.235
Oke Oka Oorilona - Sped Up,"Deepak Blue, S.P. Abhishek, Yuvan Shankar Raja, Chandra Bose, Abhishek Martyn",2024,0.107,0.63,0.815,-7.633,86.989,0.66
Snehidhane X Arabu Naadu - Mashup,"Sadhana Sargam, Srinivas, Haricharan, Yuvan Shankar Raja, A.R. Rahman, Vairamuthu, Vaali, Heart Killer Beats",2024,0.00481,0.707,0.666,-8.749,100.018,0.703
Thappu Thanda - Chill Lofi,"Javed Ali, Bhavatharini, Yuvan Shankar Raja, Vaali, The Independeners",2024,0.56,0.614,0.561,-4.625,129.76,0.433
Pinju Pinju Mazhai - Synthwave Mix,"Sid Sriram, Yuvan Shankar Raja, Yugabharathi, The Independeners",2024,0.0956,0.731,0.725,-5.845,104.992,0.373
Alai Paayum Nenjile - Sleep Lofi,"Udit Narayan, Yuvan Shankar Raja, Yugabharathi, The Independeners",2024,0.0358,0.623,0.723,-6.028,155.976,0.452
Vaan Thooral - Trap Mix,"Sriram Parthasarathy, Yuvan Shankar Raja, Vairamuthu, Rithick J",2024,0.109,0.795,0.567,-7.374,140.004,0.264
Edhukkaga Ellam Seithen (Monaalisa) - Deep House Mix,"Devan Ekambaram, Anuradha Sriram, Yuvan Shankar Raja, Viveka, Rithick J",2024,0.0673,0.846,0.669,-6.606,125.048,0.581
Neruppu Koothadikuthu - Trap Mix,"Venkat Prabhu, Chitra Sivaraman, Yuvan Shankar Raja, P Vijay, The Independeners",2024,0.234,0.744,0.698,-7.678,187.616,0.705
Thuruvena Irundhen - Orchestral EDM Remix,"Anthony Daasan, Yuvan Shankar Raja, Vivek, Alvin Bruno",2024,0.0198,0.478,0.831,-6.047,130.05,0.415
Thillu Mullu - Slap House Mix,"M. S. Viswanathan, Yuvan Shankar Raja, Tha Prophecy, Kannadasan, The Independeners",2024,0.0518,0.782,0.728,-3.949,100.017,0.297
Kai Pesi - Lofi Beats,"Ranjith Govind, M. S. Viswanathan, Yuvan Shankar Raja, Vaali, The Independeners",2024,0.487,0.671,0.623,-5.508,84.941,0.524
Unnudaiya Netri - Soul Mix,"Haricharan, Yuvan Shankar Raja, Vaali, Alvin Bruno",2024,0.572,0.462,0.371,-13.704,85.768,0.419
Thaaliyae Thevaiyillai - Sped Up,"Hariharan, Bhavatharini, Yuvan Shankar Raja, Hari, Harish Hwarkling",2024,0.0253,0.685,0.652,-10.372,108.721,0.59
Thulli Thulli Kudhikkudhu Nenjam - Trap Mix,"Sujatha, S.P. Charan, Yuvan Shankar Raja, Viveka, Rithick J",2024,0.114,0.801,0.592,-5.395,99.988,0.561
Kai Pesi - Chill Trap,"Ranjith Govind, Yuvan Shankar Raja, M. S. Viswanathan, Vaali, Rithick J",2024,0.215,0.747,0.499,-7.723,110.064,0.393
Loosu Pennae (Karaoke),Yuvan Shankar Raja,2024,0.194,0.673,0.685,-9.327,95.984,0.556
Vaa Vaa (Karaoke),Yuvan Shankar Raja,2024,0.307,0.578,0.865,-9.265,77.482,0.963
Azhagu Kutti (Karaoke),Yuvan Shankar Raja,2024,0.414,0.487,0.671,-10.042,109.981,0.802
Thee Pidikka (Karaoke),Yuvan Shankar Raja,2024,0.629,0.689,0.657,-9.549,98.012,0.925
Poi Solla (Karaoke),Yuvan Shankar Raja,2024,0.0725,0.625,0.578,-11.808,124.994,0.425
Kadhal Valarthaen (Karaoke),Yuvan Shankar Raja,2024,0.291,0.626,0.658,-10.767,119.986,0.62
Pesugiraen (Karaoke),Yuvan Shankar Raja,2024,0.262,0.708,0.542,-11.205,149.977,0.48
Emmadi Aathadi (Karaoke),Yuvan Shankar Raja,2024,0.428,0.632,0.788,-10.293,79.993,0.857
Sakkapodu (Karaoke),Yuvan Shankar Raja,2024,0.353,0.433,0.561,-9.37,154.395,0.513
Samikitta (Karaoke),Yuvan Shankar Raja,2024,0.228,0.683,0.532,-9.283,119.986,0.552
Manase Manase (Karaoke),Yuvan Shankar Raja,2024,0.187,0.615,0.587,-11.04,104.999,0.236
Manmathanae Nee (Karaoke),Yuvan Shankar Raja,2024,0.327,0.604,0.664,-10.155,89.993,0.417
Thaaliye Thevaiyilla - Cover,"Tamilkavin, Yuvan Shankar Raja, Hari",2024,0.369,0.641,0.538,-8.722,160.007,0.408
En Kadhal Solla - Lofi Flip,"Narendar Sankar, Yuvan Shankar Raja, Tanvi Shah",2023,0.41,0.719,0.749,-7.683,105.044,0.503
Venmegam - Lofi Flip,"Narendar Sankar, Yuvan Shankar Raja, Hariharan",2023,0.824,0.685,0.431,-9.047,114.959,0.543
"Mudhal Kaadhal - From ""Adiyae""","Justin Prabhakaran, Yuvan Shankar Raja, Bagavathy P K",2023,0.628,0.603,0.415,-10.314,99.989,0.416
"Piriyathiru - From ""Irugapatru""","Justin Prabhakaran, Yuvan Shankar Raja, Karthik Netha",2023,0.0956,0.542,0.637,-6.801,159.992,0.288
Ore kanaa,"Siddhu Kumar, Yuvan Shankar Raja, vaisagh",2023,0.49,0.523,0.62,-8.762,80.005,0.309
"Vennila Veliyae Varuvaaya (From ""Unakkaaga Ellaam Unakkaaga"") - Lofi Mix","Hariharan, Yuvan Shankar Raja, Palani Bharathi, Ooratti",2023,0.35,0.672,0.334,-12.87,160.15,0.315
"Ore kanaa - From ""Joe""","Siddhu Kumar, Yuvan Shankar Raja, vaisagh",2023,0.49,0.523,0.62,-8.762,80.005,0.309
Mudhal Kaadhal,"Justin Prabhakaran, Yuvan Shankar Raja, Bagavathy P K",2023,0.628,0.603,0.415,-10.314,99.989,0.416
"Kanne Un Kadhal (From ""Idhu Namma Aalu"")",Yuvan Shankar Raja,2023,0.345,0.624,0.5,-7.915,150.014,0.328
"Manja Kaattu Mainaa (From ""Manadhai Thirudivittai"") - Lofi Mix","Karthik, Sadhana Sargam, Yuvan Shankar Raja, V.Elango, Sharan kumar",2023,0.452,0.708,0.45,-13.6,81.985,0.507
"Neruppu Koothadikkuthu (From ""Thulluvatho Ilamai"") - Party Mix","Venkat Prabhu, Chitra Sivaraman, Yuvan Shankar Raja, Pa. Vijay, Rithick J",2023,0.0593,0.834,0.513,-8.95,120.048,0.37
Arabu Naade - Slowed n Reverbed,"Haricharan, Yuvan Shankar Raja, Vaali, Harish S Raman",2023,0.128,0.662,0.515,-12.8,75.738,0.647
"Mascara X Karuppaana Kaiyale (From ""Salim"") - Dance Mashup","Supriya Joshi, Vijay Antony, Ranjith Govind, Roshini, Yuvan Shankar Raja, Priyan, Na.Muthukumar, Harish Hwarkling",2023,0.159,0.75,0.961,-4.69,124.949,0.849
"Vennila Veliyae Varuvaaya (From ""Unakkaaga Ellaam Unakkaaga"") - Chill Lofi","Hariharan, Yuvan Shankar Raja, Palani Bharathi, Kamal Eleven",2023,0.556,0.598,0.38,-13.091,159.855,0.184
"Arabu Naade (From ""Thottal Poo Malarum"") - Chill Beats","Haricharan, Yuvan Shankar Raja, Vaali, Heart Killer Beats",2023,0.0983,0.527,0.317,-14.301,159.72,0.328
Arabu Naade - Analogue Mix,"Haricharan, Yuvan Shankar Raja, Vaali, Sharan kumar, Prags",2023,0.537,0.448,0.503,-10.899,83.275,0.341
Arabu Naade (Lofi),"Haricharan, Yuvan Shankar Raja, Alvin Bruno",2023,0.0424,0.552,0.509,-8.085,170.037,0.0743
"Thaliye Theva Illai (From ""Thaamirabharani"") - Afro Trap","Hariharan, Bhavatharini, Yuvan Shankar Raja, Hari, Rithick J",2023,0.022,0.504,0.58,-7.686,132.408,0.329
"Vaartha Onnu (From ""Thaamirabharani"") - SpedUp","KK, Yuvan Shankar Raja, Na.Muthukumar, Rithick J",2023,0.0671,0.759,0.668,-9.489,106.393,0.552
Thaaliyae Thevaiyilla - Afrobeats,"Hariharan, Bhavatharini, Yuvan Shankar Raja, Hari, DJ VIM",2023,0.504,0.662,0.692,-7.532,127.989,0.542
Alexander,"Karthikraja, Vaali, Bhavatharini, Mahanadhi Shobana, Yuvan Shankar Raja, S.P. Charan, Anupama",2023,0.0658,0.801,0.714,-9.768,104.875,0.936
"Over'a Feel Pannuren (From ""Hero"")","Yuvan Shankar Raja, MC Sanna",2023,0.235,0.806,0.829,-5.124,99.998,0.837
"Thatha Love (From ""Aaa"")",Yuvan Shankar Raja,2023,0.407,0.539,0.695,-6.34,179.957,0.452
"Title Track (From ""Hero"")",Yuvan Shankar Raja,2023,0.152,0.655,0.876,-4.373,75.038,0.342
"Arakkiyae (From ""Anbarivu"")",Yuvan Shankar Raja,2023,0.52,0.733,0.844,-5.341,120.032,0.819
"Pinju Pinju Mazhai (From ""Naane Varuvean"") - Rainy Lofi","Sid Sriram, Yuvan Shankar Raja, Yugabharathi, Kamal Eleven",2023,0.716,0.751,0.354,-12.367,104.96,0.605
Vennila Veliyae Varuvaaya - Chill Trap,"Hariharan, Yuvan Shankar Raja, Palani Bharathi, D333JAY ICYKLE",2023,0.00525,0.616,0.693,-5.917,164.07,0.59
Oh Mane Mane - Chill Lofi,"Hariharan, Yuvan Shankar Raja, P. Arunachalam, Aelo",2023,0.81,0.424,0.276,-16.009,137.132,0.204
"Vaan Thooral (From ""Peranbu"") - Rainy Lofi","Sriram Parthasarathy, Yuvan Shankar Raja, Vairamuthu, Kamal Eleven",2023,0.662,0.697,0.39,-11.479,139.963,0.162
Neruppu Koothadikuthu - Chill Lofi,"Venkat Prabhu, Chitra Sivaraman, Yuvan Shankar Raja, Pa. Vijay, Sharan kumar",2023,0.405,0.757,0.419,-12.599,120.054,0.324
"Vaartha Onnu (From ""Thaamirabharani"") - Pop Mix","K . K., Yuvan Shankar Raja, Na.Muthukumar, Rithick J",2023,0.0607,0.642,0.657,-7.601,189.917,0.525
"Thaaliyae Thevaiyillai (From ""Thaamirabharani"") - Chill Lofi","Hariharan, Hari, Yuvan Shankar Raja, Bhavatharini, Aelo",2023,0.503,0.713,0.35,-15.516,100.058,0.242
"Arabu Naade (From ""Thottal Poo Malarum"") - Chill Trap","Haricharan, Yuvan Shankar Raja, Vaali, Sharan kumar, Prags",2023,0.0616,0.559,0.466,-13.933,84.836,0.278
Azhagaana Sooriyan - Chill Lofi,"Sujatha Mohan, Yuvan Shankar Raja, Pa. Vijay, Aelo",2023,0.669,0.357,0.264,-16.799,83.426,0.129
Rendu Raaja - Hybrid Trap Mix,"Jeruson, Yuvan Shankar Raja, Dhanush",2023,0.00235,0.545,0.693,-7.781,149.795,0.0748
"Karupaana Kaiyale (From ""Thaamirabharani"") - Techno Mix","Ranjith Govind, Roshini, Yuvan Shankar Raja, Na.Muthukumar, Alvin Bruno",2023,0.154,0.806,0.807,-6.036,140.013,0.306
Neruppu Koothadikkuthu - Chill Trap,"Venkat Prabhu, Chitra Sivaraman, Yuvan Shankar Raja, Pa. Vijay, Ooratti",2023,0.218,0.81,0.692,-5.04,180.062,0.666
"Vaa Vaa Poove Vaa (From ""Rishi"") - Chill Lofi","Hariharan, S. Janaki, Yuvan Shankar Raja, Palani Bharathi, Aelo",2023,0.416,0.667,0.228,-15.451,91.041,0.156
Arabu Naadu (LoFi Mix),"Haricharan, Yuvan Shankar Raja, DJ Aftab",2023,0.425,0.508,0.742,-7.42,80.012,0.289
Vaartha Onnu - Rainy Lofi,"K . K., Yuvan Shankar Raja, Na.Muthukumar, Aelo",2023,0.353,0.66,0.283,-17.82,95.004,0.107
"Setthu Pocchu Manasu (From ""Peranbu"") - Chill Lofi","Madhu Iyer, Yuvan Shankar Raja, Karunakaran, Kamal Eleven",2023,0.899,0.529,0.311,-12.954,75.3,0.225
Theenda Theenda - Rainy Lofi,"Bombay Jayashri, Yuvan Shankar Raja, Pa. Vijay, Aravind Polo",2023,0.761,0.429,0.496,-13.489,93.553,0.373
Kattikko Rappa Rappa - House Mix,"Kunal Ganjawala, Shreya Ghoshal, Yuvan Shankar Raja, Pa. Vijay, Alvin Bruno",2023,0.00986,0.835,0.637,-10.397,128.01,0.613
"Neruppu Koothadikkuthu (From ""Thulluvatho Ilamai"") - Dance Mix","Venkat Prabhu, Chitra Sivaraman, Yuvan Shankar Raja, Pa. Vijay, Alvin Bruno",2023,0.331,0.851,0.693,-6.599,140.145,0.641
Arabu Naade - Rendition,"Syam Das, Yuvan Shankar Raja, Vaali",2023,0.124,0.613,0.729,-7.621,94.979,0.445
"Manja Kaattu Mainaa (From ""Manadhai Thirudivittai"") - Chill Mix","Karthik, Sadhana Sargam, Yuvan Shankar Raja, V.Elango, Alvin Bruno",2023,0.223,0.744,0.698,-7.69,174.956,0.832
Yaarum Illa - Reggaeton Mix,"Anthony Daasan, Yuvan Shankar Raja, Vivek, Jeruson",2023,0.00516,0.713,0.902,-2.966,125.108,0.15
